ASVs,SRR2053339_1,SRR2053361_1,SRR2053362_1,SRR2053363_1,SRR2053364_1,SRR2053365_1,SRR2053366_1,SRR2053367_1,SRR2053368_1,SRR2053369_1,SRR2053370_1,SRR2053371_1,SRR2053372_1,SRR2053373_1,SRR2053374_1,SRR2053375_1,SRR2053376_1,SRR2053377_1,SRR2053378_1,SRR2053379_1,SRR2053380_1,SRR2053381_1,SRR2053382_1,SRR2053383_1,SRR2053384_1,SRR2053385_1,SRR2053386_1,SRR2053387_1,SRR2053388_1,SRR2053389_1,SRR2053390_1,SRR2053391_1,SRR2053392_1,SRR2053393_1,SRR2053394_1,SRR2053395_1,SRR2053396_1,SRR2053397_1,SRR2053398_1,SRR2053399_1,SRR2053400_1,SRR2053401_1,SRR2053402_1,SRR2053403_1,SRR2053404_1,SRR2053405_1,SRR2053406_1,SRR2053407_1,SRR2053408_1,SRR2053409_1,SRR2053410_1,SRR2053411_1,SRR2053412_1,SRR2053413_1,SRR2053414_1,SRR2053415_1,SRR2053416_1,SRR2053417_1,SRR2053418_1,SRR2053419_1,SRR2053420_1,SRR2053421_1,SRR2053422_1,SRR2053423_1,SRR2053424_1,SRR2053425_1,SRR2053426_1,SRR2053427_1,SRR2053428_1,SRR2053429_1,SRR2053430_1,SRR2053431_1,SRR2053432_1,SRR2053433_1,SRR2053434_1,SRR2053435_1,SRR2053436_1,SRR2053437_1,SRR2053438_1,SRR2053439_1,SRR2053440_1,SRR2053441_1,SRR2053442_1,SRR2053443_1,SRR2053444_1,SRR2053445_1,SRR2053446_1,SRR2053447_1,SRR2053448_1,SRR2053449_1,SRR2053450_1,SRR2053451_1,SRR2053452_1,SRR2053453_1,SRR2053454_1,SRR2053455_1,SRR2053456_1,SRR2053457_1,SRR2053458_1,SRR2053459_1,SRR2053460_1,SRR2053461_1,SRR2053462_1,SRR2053463_1,SRR2053464_1,SRR2053465_1,SRR2053466_1,SRR2053467_1,SRR2053468_1,SRR2053469_1,SRR2053470_1,SRR2053471_1,SRR2053472_1,SRR2053473_1,SRR2053474_1,SRR2053475_1,SRR2053476_1,SRR2053477_1,SRR2053478_1,SRR2053479_1,SRR2053480_1,SRR2053481_1,SRR2053482_1,SRR2053483_1,SRR2053484_1,SRR2053485_1,SRR2053486_1,SRR2053487_1,SRR2053488_1,SRR2053489_1,SRR2053490_1,SRR2053491_1,SRR2053492_1,SRR2053493_1,SRR2053494_1,SRR2053495_1,SRR2053496_1,SRR2053497_1,SRR2053498_1,SRR2053499_1,SRR2053500_1,SRR2053501_1,SRR2053502_1,SRR2053503_1,SRR2053504_1,SRR2053505_1,SRR2053506_1,SRR2053507_1,SRR2053508_1,SRR2053509_1,SRR2053510_1,SRR2053511_1,SRR2053512_1,SRR2053513_1,SRR2053514_1,SRR2053515_1,SRR2053516_1,SRR2053517_1,SRR2053518_1,SRR2053519_1,SRR2053520_1,SRR2053521_1,SRR2053522_1,SRR2053523_1,SRR2053524_1,SRR2053525_1,SRR2053526_1,SRR2053527_1,SRR2053528_1,SRR2053529_1,SRR2053530_1,SRR2053531_1,SRR2053532_1,SRR2053533_1,SRR2053534_1,SRR2053535_1,SRR2053536_1,SRR2053537_1,SRR2053538_1,SRR2053539_1,SRR2053540_1,SRR2053541_1,SRR2053542_1,SRR2053543_1,SRR2053544_1,SRR2053545_1,SRR2053546_1,SRR2053547_1,SRR2053548_1,SRR2053549_1,SRR2053550_1,SRR2053551_1,SRR2053552_1,SRR2053553_1,SRR2053554_1,SRR2053555_1,SRR2053556_1,SRR2053557_1,SRR2053558_1,SRR2053559_1,SRR2053560_1,SRR2053561_1,SRR2053562_1,SRR2053563_1,SRR2053564_1,SRR2053565_1,SRR2053566_1,SRR2053567_1,SRR2053568_1,SRR2053569_1,SRR2053570_1,SRR2053571_1,SRR2053572_1,SRR2053573_1,SRR2053574_1,SRR2053575_1,SRR2053576_1,SRR2053577_1,SRR2053578_1,SRR2053579_1,SRR2053580_1,SRR2053581_1,SRR2053582_1,SRR2053583_1,SRR2053584_1,SRR2053585_1,SRR2053586_1,SRR2053587_1,SRR2053588_1,SRR2053589_1,SRR2053590_1,SRR2053591_1,SRR2053592_1,SRR2053593_1,SRR2053594_1,SRR2053595_1,SRR2053596_1,SRR2053597_1,SRR2053598_1,SRR2053599_1,SRR2053600_1,SRR2053601_1,SRR2053602_1,SRR2053603_1,SRR2053604_1,SRR2053605_1,SRR2053606_1,SRR2053607_1,SRR2053608_1,SRR2053609_1,SRR2053610_1,SRR2053611_1,SRR2053612_1,SRR2053613_1,SRR2053614_1,SRR2053615_1,SRR2053616_1,SRR2053617_1,SRR2053618_1,SRR2053619_1,SRR2053620_1,SRR2053621_1,SRR2053622_1,SRR2053623_1,SRR2053624_1,SRR2053625_1,SRR2053626_1,SRR2053627_1,SRR2053628_1,SRR2053629_1,SRR2053630_1,SRR2053631_1,SRR2053632_1,SRR2053633_1,SRR2053634_1,SRR2053635_1,SRR2053636_1,SRR2053637_1,SRR2053638_1,SRR2053639_1,SRR2053640_1,SRR2053641_1,SRR2053642_1,SRR2053643_1,SRR2053644_1,SRR2053645_1,SRR2053646_1,SRR2053647_1,SRR2053648_1,SRR2053649_1,SRR2053650_1,SRR2053651_1,SRR2053652_1,SRR2053653_1,SRR2053654_1,SRR2053655_1,SRR2053656_1,SRR2053657_1,SRR2053658_1,SRR2053659_1,SRR2053660_1,SRR2053661_1,SRR2053662_1,SRR2053663_1,SRR2053664_1,SRR2053665_1,SRR2053666_1,SRR2053667_1,SRR2053668_1,SRR2053669_1,SRR2053670_1,SRR2053671_1,SRR2053672_1,SRR2053673_1,SRR2053674_1,SRR2053675_1,SRR2053676_1,SRR2053677_1,SRR2053678_1,SRR2053679_1,SRR2053680_1,SRR2053681_1,SRR2053682_1,SRR2053683_1,SRR2053684_1,SRR2053685_1,SRR2053686_1,SRR2053687_1,SRR2053688_1,SRR2053689_1,SRR2053690_1,SRR2053691_1,SRR2053692_1,SRR2053693_1,SRR2053694_1,SRR2053695_1,SRR2053696_1,SRR2053697_1,SRR2053698_1,SRR2053699_1,SRR2053700_1,SRR2053701_1,SRR2053702_1,SRR2053703_1,SRR2053704_1,SRR2053705_1,SRR2053706_1,SRR2053707_1,SRR2053708_1,SRR2053709_1,SRR2053710_1,SRR2053711_1,SRR2053712_1,SRR2053713_1,SRR2053714_1,SRR2053715_1,SRR2053716_1,SRR2053717_1,SRR2053718_1,SRR2053719_1,SRR2053720_1,SRR2053721_1,SRR2053722_1,SRR2053723_1,SRR2053724_1,SRR2053725_1,SRR2053726_1,SRR2053727_1,SRR2053728_1,SRR2053729_1,SRR2053730_1,SRR2053731_1,SRR2053732_1,SRR2053733_1,SRR2053734_1,SRR2053735_1,SRR2053736_1,SRR2053737_1,SRR2053738_1,SRR2053739_1,SRR2053740_1,SRR2053741_1,SRR2053742_1,SRR2053743_1,SRR2053744_1,SRR2053745_1,SRR2053746_1,SRR2053747_1,SRR2053748_1,SRR2053749_1,SRR2053750_1,SRR2053751_1,SRR2053752_1,SRR2053753_1,SRR2053754_1,SRR2053755_1,SRR2053756_1,SRR2053757_1,SRR2053758_1,SRR2053759_1,SRR2053760_1,SRR2053761_1,SRR2053762_1,SRR2053763_1,SRR2053764_1,SRR2053765_1,SRR2053766_1,SRR2053767_1,SRR2053768_1,SRR2053769_1,SRR2053770_1,SRR2053771_1,SRR2053772_1,SRR2053773_1,SRR2053774_1,SRR2053775_1,SRR2053776_1,SRR2053777_1,SRR2053778_1,SRR2053779_1,SRR2053780_1,SRR2053781_1,SRR2053782_1,SRR2053783_1,SRR2053784_1,SRR2053785_1,SRR2053786_1,SRR2053787_1,SRR2053788_1,SRR2053789_1,SRR2053790_1,SRR2053791_1,SRR2053792_1,SRR2053793_1,SRR2053794_1,SRR2053795_1,SRR2053796_1,SRR2053797_1,SRR2053798_1,SRR2053799_1,SRR2053800_1,SRR2053801_1,SRR2053802_1,SRR2053803_1,SRR2053804_1,SRR2053805_1,SRR2053806_1,SRR2053807_1,SRR2053808_1,SRR2053809_1,SRR2053810_1,SRR2053811_1,SRR2053812_1,SRR2053813_1,SRR2053814_1,SRR2053815_1,SRR2053816_1,SRR2053817_1,SRR2053818_1,SRR2053819_1,SRR2053820_1,SRR2053821_1,SRR2053822_1,SRR2053823_1,SRR2062773_1
ASV 1,0,9723,21261,1563,0,18974,0,0,0,166,0,5600,3011,2763,0,21534,42,0,1669,5928,8641,0,0,24399,15561,13815,0,1123,0,3735,0,0,0,3738,12610,0,0,270,1256,0,1171,0,679,0,0,1685,1638,6341,12106,8181,9769,1085,6575,7,8813,1652,5658,0,3284,12144,0,7005,3223,12883,10280,4836,220,0,4863,6213,6877,0,11231,0,0,18348,4130,0,2741,3803,27208,160,5939,0,30536,7339,0,2042,0,0,1529,9457,11341,12305,5809,31152,2596,7252,0,8529,0,2784,861,10,4660,16701,1665,8103,0,473,0,6740,0,969,1492,19696,8033,0,687,0,1379,0,1014,24267,0,705,0,2431,0,836,762,413,10543,5024,0,1984,0,0,0,0,0,0,0,2852,837,0,84,4058,7022,0,3044,4091,0,11011,0,16104,3417,2611,5014,0,2266,0,1061,0,903,21,5441,3530,0,494,2264,4851,0,5927,2785,0,1590,17253,239,4089,0,4863,1153,5695,0,0,234,784,8012,34,258,0,0,187,0,333,0,0,0,0,0,0,191,0,223,0,7302,0,0,0,0,385,0,2380,2576,148,0,0,0,2463,1063,688,0,0,4762,652,0,4296,0,2785,3502,4619,1238,2435,9205,175,6381,16384,1839,3283,2476,6106,1537,922,2750,13362,320,1579,8552,5168,10500,3632,4608,3929,1060,3675,15253,13834,2268,1030,7793,8388,1881,3002,960,7806,3578,18621,4256,2000,1633,1793,18642,1905,2238,0,4700,8972,1715,4191,777,7265,2381,7058,11215,15878,2198,4460,8259,11987,3779,7819,12499,3303,4081,3736,7611,2038,0,3413,1809,6159,3002,7317,8831,1986,7496,8913,14862,2552,628,7968,2383,11858,4286,367,13428,18510,6772,779,6072,9723,3431,0,7403,11784,1724,12916,12262,5276,11718,0,3792,16404,1636,6699,9392,6964,10588,1367,11588,2164,3403,3222,781,1650,768,4887,4897,2642,2396,5581,3357,1982,15991,2086,4527,0,3245,1407,642,908,0,9913,3662,4016,3925,5494,3803,11981,4738,13750,2462,2171,5842,19778,3696,5334,10783,3657,1481,12332,4480,1006,3645,5231,4993,569,1119,6804,1490,774,8519,2834,1840,11083,5137,30066,9282,1750,7814,3759,12081,10573,15906,4688,8737,3430,3738,2787,15187,9152,7439,6932,1441,5772,1709,6336,1231,4670,4994,3415,6491,5203,5924,22775,2844,12157,1580,5434,680,1636,1531,3195,5529,2082,1528,2181,2604,5937,154,0,3654,1442,2421,365,3120,9679,4178,732,3958,7224,2999,695,1085,842,12916,967,6220,2819,4675,2787,3326,6432,38734
ASV 2,0,0,37523,0,2090,0,0,0,5066,0,0,3859,5257,4709,0,0,0,0,0,3876,375,0,0,0,0,0,0,30326,0,0,0,0,0,277,0,5599,0,682,0,0,493,0,0,0,3868,1963,247,0,0,1359,5549,47,3330,0,0,0,0,1842,4597,0,0,0,5050,0,0,0,0,0,0,1046,4179,0,7740,0,0,0,6101,2428,0,0,0,38911,0,0,0,0,0,0,0,0,0,0,0,0,1193,0,0,15,0,0,0,14989,0,0,131,1375,770,0,0,11,0,0,0,6334,0,0,965,0,0,353,202,8450,1999,0,3332,4699,0,0,0,601,7023,2,0,0,0,10833,0,0,0,0,0,0,0,0,3198,0,2449,0,0,0,11487,3493,0,9279,0,14566,3411,0,0,6489,0,0,0,0,0,0,7230,7005,0,9265,576,0,0,2912,3312,0,4272,3906,0,9091,0,5560,6102,2557,0,0,0,0,4733,0,3,2075,0,0,0,27,0,0,0,0,0,0,2093,1928,0,0,0,0,0,0,0,45,0,0,1571,0,0,0,2454,0,10224,0,2947,0,19749,0,0,0,5,0,0,14164,11936,920,7742,6588,5090,0,9059,2848,9078,20005,3121,9495,2712,0,4747,3,5398,3266,11499,8143,10559,17213,747,5493,10303,14656,440,6128,12006,3294,1864,1383,469,10684,4069,2586,9777,3990,6533,3357,8460,1466,5200,3877,2380,511,3387,3360,3331,22667,3533,26678,7603,16755,8011,210,21298,0,6758,896,1316,17668,3470,11531,3377,203,3,13164,3236,833,1082,8274,7181,3937,5194,9089,4308,1836,1885,6554,14087,1172,4206,11038,3828,1269,9199,2799,5133,32047,4568,8438,9269,10352,5512,2205,2547,514,1790,11429,3343,211,926,75,0,106,1278,931,9577,1830,594,2097,7237,251,3537,4698,830,1431,3722,3275,3874,1317,889,16557,3456,15447,4134,11465,1879,0,4128,0,1434,6595,785,3145,31736,10139,2208,0,2824,8848,15062,6142,3721,4408,2209,7498,2435,0,11688,5502,5225,11574,5664,1281,10576,2512,5306,1757,867,1294,5219,9471,3223,3803,559,8837,3411,6098,849,0,6465,5935,12860,1001,10739,4886,7849,3405,7468,14624,4108,547,257,1983,1751,13193,705,1744,9457,5430,3165,1635,6182,9671,21030,5708,9340,5518,19159,1572,5256,8895,6189,7153,6082,0,1566,0,1584,2993,1151,203,17430,537,8857,803,701,8854,5159,1325,1194,1540,1794,2967,2158,6750,6421,391,1686,1982,0
ASV 3,8244,0,2546,2293,2179,2765,4114,15658,2075,3983,5221,7232,1539,105,1864,2779,4059,158,1300,3683,207,0,23390,294,4532,2654,12288,64,12349,746,0,12129,580,860,1477,1687,11431,6846,9186,6891,0,728,678,32965,10268,1752,435,3008,562,178,4273,2412,4415,0,1561,1305,4846,4333,721,1172,0,893,6907,2958,7438,97,1472,45711,4683,130,82,40639,135,19931,236,2508,1060,25233,270,705,1531,2873,1722,46246,3594,3957,9959,917,35223,0,1026,0,11026,1923,355,0,669,3866,32397,499,4986,51,19955,3693,2961,1720,42,428,0,3125,4017,1867,530,1314,2347,20346,738,7180,637,1026,99,5736,1486,3309,4602,1006,829,3824,18556,45,1304,2110,906,674,10045,512,21,4220,0,7689,3065,0,0,40,282,1098,6659,387,2181,7031,428,103,2436,246,5581,905,2077,2244,786,6393,2260,19056,1226,23454,0,3873,86,2304,6488,2968,10602,1665,14283,360,299,1268,401,11048,214,3191,6435,470,700,986,863,10413,130,60,1732,25946,1355,7825,9,13103,15000,416,1563,1023,197,10080,23756,10144,0,818,4246,1038,79,26340,2403,4289,23031,399,15990,283,807,10560,2558,5292,295,1996,1466,740,76,8657,115,730,0,11602,4081,3539,444,450,204,548,2146,335,334,15337,71,114,0,788,616,0,401,3273,116,5933,144,460,4334,146,628,1038,402,1122,1147,884,746,404,339,4610,54,1564,814,633,275,1271,1003,573,1331,0,1379,1753,2608,3984,219,4054,0,2375,780,1160,1542,7946,668,544,487,484,2809,375,1394,9584,2447,2628,1215,1276,216,148,35147,684,1745,380,272,2790,1936,361,1106,104,181,1373,328,291,394,881,158,99,796,1557,392,88,232,1829,2922,9198,1739,1506,557,371,977,231,1393,8328,320,9037,140,370,988,1177,382,0,221,242,246,127,1408,251,8179,388,2687,1222,278,353,134,783,1794,162,594,4924,1017,244,239,1182,2681,4693,360,1379,6067,550,2872,1119,136,430,421,2665,2232,1222,40,239,1906,400,58,10002,335,2435,838,2824,405,966,1466,162,255,480,1559,193,91,1054,506,893,1731,485,531,2968,388,4386,723,18120,545,2206,101,488,1060,154,423,1064,394,1838,10356,376,1340,1915,1324,885,939,1036,0,3917,459,698,541,757,1519,794,813,222,666,371,810,757,155,432,808,30009,305,0,612,40,183,224,80,141,7486,113,2728,299,349,0,350,4302,1859,366,26,1214,388,130,207
ASV 4,0,6573,30,0,17683,0,0,0,29959,0,0,9098,14,0,0,833,10637,0,0,3808,9675,0,0,0,5,0,0,0,10462,4306,0,0,4071,6301,14054,0,19548,1504,0,0,0,0,0,0,8362,0,8678,0,0,9219,30,0,10423,0,13665,14348,0,15384,0,0,0,11644,0,0,0,0,0,0,4010,0,0,0,6409,0,101,0,0,0,16528,5484,12129,1642,0,0,0,1966,0,3784,0,0,0,0,0,1438,0,0,12379,8578,0,0,11737,0,0,0,0,0,0,0,0,12327,0,1836,44662,0,390,0,0,0,4143,0,8684,0,408,0,915,804,4892,8173,0,0,0,0,0,0,0,4765,0,0,0,0,0,0,0,0,0,0,0,4056,0,17843,0,18755,24997,15916,0,3442,4458,0,0,0,548,0,0,0,0,14926,0,0,0,13885,391,0,0,15418,3294,5940,5027,9514,0,0,1161,8203,0,4874,0,1676,1566,495,0,0,0,0,0,22,0,0,448,7269,0,0,6118,0,184,0,0,0,2579,0,0,0,0,0,0,0,0,0,0,0,0,0,2602,2688,41,6,4890,0,0,0,0,0,0,0,589,1790,0,1406,0,5595,6449,1442,8897,7607,1974,62,0,0,800,0,4017,5032,5043,690,2643,3897,0,2940,0,0,1868,1375,20243,2382,583,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,111,0,0,0,0,0,0,0,0,0,11110,0,0,0,0,0,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5009,0,1409,509,0,2091,19068,241,0,8289,0,8075,0,344,3058,4394,2117,6802,1469,0,59,0,0,0,0,0,0,429,0,4857,0,0,5771,368,3989,0,5558,3580,0,15402,1179,1988,0,0,0,476,4076,4208,25515,14669,5075,6250,0,2376,7568,9056,6194,1725,9829,0,0,4340,1176,0,3804,5698,7400,1576,1487,435,0,18739,7200,1371,2508,0,676,0,0,1404,2453,2243,4531,0,1016,7823,0,0,0,2936,5493,6500,6692,0,0,4344,0,0,2464,401,566,1849,444,3777,8861,0,985,0,2767,1491,0,0
ASV 5,0,1263,0,0,0,0,0,0,7735,0,0,2619,2611,1370,0,2481,0,0,6593,1992,3690,0,0,4389,84,8221,0,0,0,302,0,0,0,596,16,0,0,2319,0,0,3350,58,3722,0,58,2995,1620,2525,0,4889,0,0,866,0,0,0,549,3945,968,0,27,3643,2630,0,3151,56,1719,0,2037,0,3468,0,3050,0,1571,6789,221,0,5111,1734,3015,0,186,0,2779,0,3967,817,0,0,0,0,0,1470,4379,0,4554,3253,0,0,2845,3007,100,0,393,4473,1637,0,0,234,0,0,0,0,0,0,220,0,372,0,819,713,642,10411,1629,1348,644,207,0,505,0,1383,43,1593,0,1229,0,0,0,0,0,0,0,708,557,0,1062,1393,3436,0,5137,2579,0,0,7833,2887,1732,4332,1774,6188,1489,0,481,0,2991,0,5902,1328,0,866,0,0,0,993,2026,0,1796,0,325,0,579,538,1023,3144,0,0,0,415,1125,0,0,0,0,0,0,639,0,0,0,0,0,0,214,0,0,0,1722,0,0,0,0,222,0,720,91,299,0,0,1785,0,3231,635,264,0,10036,1899,0,1371,0,863,1400,3303,808,675,3059,497,4550,7939,1940,2759,1462,3807,1563,1147,2225,2032,1065,2489,6589,3497,20152,1308,1369,552,781,2295,0,4996,1970,856,3202,5827,398,826,1932,5247,3544,6913,14828,1865,931,2631,4625,0,708,7642,2629,8272,1722,3087,1298,4455,3498,0,3104,5330,8388,2738,2281,3676,3596,6420,2738,4932,3801,3708,3158,1757,0,3761,1600,3351,2162,1850,5438,2677,1709,5870,3792,1593,1333,2911,390,1805,1265,195,1236,2547,1891,1755,1941,7511,8374,0,776,1877,1095,3135,2414,4431,2726,0,1715,0,3960,1541,1783,1236,6506,1101,11190,33,3217,2100,2223,685,2984,416,4032,1629,3676,1128,1224,3672,0,575,394,0,903,3176,860,0,5872,3855,3591,4001,1742,3387,3314,3696,1435,978,719,1854,1104,368,256,978,2113,1960,2632,3283,1845,1936,1525,2057,1177,1698,585,3072,1879,2658,4743,1603,975,2620,5761,1260,3443,3451,9799,308,2161,7409,1804,0,2167,678,1453,1664,671,2916,0,2854,3087,3293,4626,7107,4573,3043,1956,3169,2862,999,720,2339,1629,2330,1488,2707,0,5339,862,5198,1531,1275,4243,2965,5041,0,156,0,3502,1975,3694,1670,1011,7714,4809,1975,9575,3210,565,1131,741,1533,998,3890,3041,2999,1251,1810,2088,1190,0
ASV 6,0,0,276,3590,10296,0,11904,7892,3997,263,0,6339,1465,2286,8637,622,15594,2277,0,2187,0,1275,0,3633,4604,2913,0,3039,0,794,1033,903,112,403,3132,2196,432,6143,1570,1073,0,2153,4218,10,0,20084,1763,0,3547,3888,12623,9353,1437,21669,1816,0,17,5416,1297,0,0,0,5410,0,1341,1786,0,0,0,3925,4757,0,1759,21628,0,3417,0,0,14232,5149,0,761,22243,0,2601,0,2626,2138,0,27917,0,0,2785,427,1434,6159,2365,0,1855,2960,1559,946,5457,352,3567,3080,2158,356,0,5672,1124,2620,12236,52691,0,0,3411,0,0,979,4112,167,0,19854,358,1217,2262,2339,0,1959,3148,0,867,503,0,0,1051,0,1204,0,0,0,1682,1248,0,9600,5912,840,0,0,695,1378,5795,1137,2701,1370,1298,0,0,4696,890,0,8285,0,0,6934,0,1114,0,995,1466,0,3399,837,257,3090,598,1787,82,0,0,999,363,554,0,716,5071,510,0,0,1641,1938,2435,573,633,1029,405,1761,128,6175,0,3365,80,1017,0,0,414,0,5156,11690,19503,363,0,6480,0,278,3809,1336,5621,0,1754,525,116,127,3440,2650,18838,0,10611,1470,1724,0,461,257,6057,123,420,540,1538,198,2621,1843,1032,0,190,6772,173,0,0,1770,1383,178,227,383,4322,528,38236,2072,323,784,10137,1962,61,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,169,0,0,307,2271,55,0,2001,583,2526,4364,2155,830,1886,55,497,164,755,371,63,929,1891,68,146,545,202,3944,2358,2179,1814,2375,787,1027,689,1270,1764,666,859,232,0,0,4116,1336,1079,1248,2029,2406,0,0,0,0,927,1529,1134,1577,820,2134,757,1310,457,422,8077,1549,0,352,201,1535,96,237,300,459,1007,1704,559,459,0,523,224,126,0,481,143,335,2190,857,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV 7,0,0,0,8263,0,0,0,0,14027,0,0,0,2508,0,0,11264,1432,1767,0,851,0,0,0,0,0,0,0,0,0,1626,0,0,0,272,0,0,0,2229,0,0,0,0,0,0,0,0,429,0,3694,0,0,0,833,0,9741,0,0,0,6003,3454,0,0,0,1505,0,310,0,0,0,0,3422,0,1587,0,0,0,226,0,0,1841,811,0,0,0,0,65,0,0,0,0,317,0,0,2072,0,1115,0,0,0,0,0,7022,0,0,105,0,0,617,0,0,0,0,0,0,0,0,3726,0,0,0,701,0,0,0,0,0,4176,0,0,0,7016,0,0,2728,0,2119,0,0,0,0,0,0,0,1605,510,0,0,2040,0,1017,8698,0,0,0,0,2180,520,8218,1185,0,3490,0,4266,0,788,0,1917,0,0,199,0,0,0,215,349,0,2906,0,645,0,0,476,2610,0,0,0,0,1219,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,13094,0,0,0,0,4445,0,1369,3780,0,0,2097,10212,8145,6677,0,0,1598,7885,6085,1098,0,4903,3675,0,0,0,5544,0,1645,13864,0,0,1954,0,0,379,7892,3575,1433,0,739,0,0,6829,4495,0,0,4070,1801,0,0,9908,3037,6840,0,8069,12614,2388,0,0,6515,0,1682,2140,4030,0,5465,3060,0,0,0,0,4858,2695,0,5216,0,0,0,0,9250,5104,3827,2000,0,7533,3168,978,0,8020,1865,2558,1132,2159,1395,3057,5396,1096,3544,0,555,0,0,0,497,911,2716,0,0,0,174,3756,7449,509,0,1731,0,0,383,0,0,616,0,0,0,0,679,3143,3098,3813,1291,99,0,1775,0,2096,6542,2600,2573,1993,0,3550,0,0,0,7333,3788,1787,0,0,1307,0,425,73,1720,0,0,1909,4361,5283,0,0,997,1675,0,16164,0,0,3596,0,6763,0,6349,6115,3808,0,0,6691,3941,466,1642,1382,39,1608,1097,2536,0,0,5292,0,4909,0,0,3628,949,2077,0,0,5760,1810,0,0,1957,1098,0,0,0,2739,3316,14995,168,0,3568,980,1158,0,24666,8220,3097,1772,2490,0,1831,860,0,9629,0,0,4265,1192,0,0,3911,1393,0,776,1893,1108,14013,2057,2321,0,1232,453,0,889,0,1234,0,2472,0
ASV 8,1076,9055,0,5606,0,9,633,10502,0,52952,28704,0,0,0,103,0,0,3077,1586,1906,3851,5761,14,888,540,0,5381,1515,4743,0,34163,10197,32352,1145,1057,18539,0,0,12718,0,894,18730,4386,0,1549,0,5435,0,755,0,2247,7091,0,5614,0,5305,0,63,2057,0,0,0,0,0,0,336,0,0,0,5781,0,0,0,0,0,0,24829,0,1260,0,0,703,385,2218,10719,0,16707,547,2235,0,0,0,0,896,8823,3348,0,8652,0,5972,1041,0,5337,0,0,0,0,924,0,0,7037,2957,9274,0,0,0,0,0,0,0,3011,193,0,0,0,0,897,160,0,0,564,12044,276,48,1964,22,22031,0,20455,0,0,0,13472,1819,612,149,857,0,0,0,2414,0,0,280,0,0,0,0,0,4604,258,0,2844,598,0,1232,5902,0,0,0,0,6906,1465,0,0,0,0,0,0,2898,4,0,0,0,12106,0,0,0,0,0,5387,0,2876,0,0,371,10427,1526,2648,1499,0,1451,170,3745,0,0,0,0,6695,11097,5320,1419,0,0,0,0,3670,1929,508,9817,0,0,15069,0,0,586,32541,0,32237,142,0,0,0,0,0,0,0,0,93,0,99,0,0,0,0,0,0,0,0,0,2225,802,0,0,0,0,0,741,0,280,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,2217,0,0,0,0,0,0,469,0,0,0,0,0,2735,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,251,0,113,0,0,1101,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,50,0,0,0,0,0,448,0,0,360,0,0,869,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842
